order,category,finalStatus,finalLevelId,finalAssetPath,loadedAssetPath,loadMode,assemblyAction,assemblySourcePool,assemblyGateClass,assemblyRemainingGap,assemblyCopyRequired,productionLane,productionStyle,productionChainLanguage,chains,sourceCoverage,maxChoices,localPatchSolveRunMax,solveTraceQualityScore,note
231,normal,ReplacedRhythmV4,c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,69,0.991,10,4,0.886,
232,normal,ReplacedRhythmV4,nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60Front300,RhythmV4Front300TraceKeep,False,False,maze_long_chain,longchain,patch_chain,64,0.948,8,5,0.833,
233,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10d_03_L233_trafficcone,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_03_L233_trafficcone.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_03_L233_trafficcone.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,NeedsFinalManualReview,False,True,,SectionUnlock,,112,0.988,12,10,,
234,normal,ReplacedRhythmV4,campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowCurve,flow,rail_chain,45,0.996,10,5,0.903,
235,hole,OriginalNonTarget,hole_topup_045_topup_wide_28x22_dual,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L235_hole_topup_045_topup_wide_28x22_dual.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
236,normal,ReplacedRhythmV4,c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,Campaign500_HardGateUntil0910,hardgate,choice_clamp_chain,68,0.982,7,6,0.845,
237,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,68,0.973,9,5,0.926,
238,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10d_04_L238_cactus,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_04_L238_cactus.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_04_L238_cactus.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,CoreBurst,,106,0.986,10,8,,
239,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_seedweave_braid_carrier,longchain,family_profile_chain,26,0.9463,9,3,0.96,
240,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelLight,peel,rail_chain,69,0.979,10,5,0.832,
241,normal,ReplacedRhythmV4,c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelHard,hardgate,rail_chain,69,0.982,9,4,0.82,
242,hole,OriginalNonTarget,hole_highchain_004_hc_32x28_dual_a,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L242_hole_highchain_004_hc_32x28_dual_a.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
243,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10d_05_L243_house,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_05_L243_house.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_05_L243_house.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,LockBuckle,,115,0.991,9,8,,
244,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowPatch,flow,patch_chain,66,0.98,8,6,0.883,
245,normal,ReplacedRhythmV4,nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60Front300,RhythmV4Front300TraceKeep,False,False,maze_long_chain,longchain,spine_chain,51,0.947,7,5,0.885,
246,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowCurve,flow,curve_chain,66,0.989,9,5,0.884,
247,shape,ShapeCandidatePlanned,campaign500_shape_psg_remaining_drop_top3_17_L247_lollipop_r2section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_17_L247_lollipop_r2section.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_17_L247_lollipop_r2section.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,NeedsFinalManualReview,False,True,,SectionUnlock,,113,0.991,12,13,,
248,normal,ReplacedRhythmV4,c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelLight,peel,rail_chain,68,0.965,10,5,0.866,
249,normal,ReplacedRhythmV4,nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60Front300,RhythmV4Front300TraceKeep,False,False,maze_long_chain,longchain,spine_chain,50,0.95,6,5,0.862,
250,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,65,0.982,9,7,0.869,
251,hole,OriginalNonTarget,hole_candidate_047_std_28x24_shell,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L251_hole_candidate_047_std_28x24_shell.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_047_std_28x24_shell.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
252,normal,ReplacedRhythmV4,nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60Front300,RhythmV4Front300TraceKeep,False,False,maze_long_chain,longchain,rail_chain,56,0.945,7,7,0.909,
253,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_70_L253_gear_dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_70_L253_gear_dense.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_70_L253_gear_dense.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,DenseWeave,,108,0.988,10,6,,
254,normal,ReplacedRhythmV4,c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,Campaign500_HardGateUntil0910,hardgate,strict_hard_chain,70,0.98,8,3,0.907,
255,normal,ReplacedRhythmV4,c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowCurve,flow,curve_chain,66,0.975,8,5,0.833,
256,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,True,slot_seedweave_braid_carrier,longchain,family_profile_chain,26,0.9492,11,4,0.91,
257,normal,ReplacedRhythmV4,c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500NormalFullV1UnusedStrict,RhythmV4Front300TraceKeep,False,False,PeelLight,peel,curve_chain,66,0.98,8,8,0.841,
258,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10d_08_L258_questionmarkvarianta,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_08_L258_questionmarkvarianta.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_08_L258_questionmarkvarianta.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,107,0.989,10,10,,
259,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,66,0.991,10,5,0.914,
260,normal,ReplacedRhythmV4,c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelMid,hardgate,rail_chain,66,0.986,9,4,0.875,
261,normal,ReplacedRhythmV4,c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelHard,hardgate,rail_chain,65,0.986,10,4,0.835,
262,normal,ReplacedRhythmV4,c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelMid,hardgate,curve_chain,65,0.98,10,4,0.862,
263,shape,ShapeCandidatePlanned,campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,SectionUnlock,,94,0.985,9,9,,
264,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,True,slot_seedweave_braid_carrier,longchain,family_profile_chain,26,0.9492,11,4,0.91,
265,normal,ReplacedRhythmV4,c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,Campaign500_HardGateUntil0910,hardgate,choice_clamp_chain,64,0.989,7,6,0.893,
266,normal,ReplacedRhythmV4,nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60Front300,RhythmV4Front300TraceKeep,False,False,maze_long_chain,longchain,spine_chain,47,0.947,6,3,0.903,
267,hole,OriginalNonTarget,hole_highchain_extra_001_hc2_32x28_dual_b,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L267_hole_highchain_extra_001_hc2_32x28_dual_b.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
268,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,95,0.986,10,10,,
269,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_seedmaze_chamber_corridor,longchain,family_profile_chain,22,0.9335,9,3,0.909,
270,normal,ReplacedRhythmV4,c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelMid,hardgate,curve_chain,64,0.986,10,5,0.912,
271,normal,ReplacedRhythmV4,c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,Campaign500_HardGateUntil0910,hardgate,strict_peak_chain,66,0.982,8,5,0.919,
272,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_seedweave_braid_carrier,longchain,family_profile_chain,21,0.9524,8,3,0.919,
