order,section10,difficultyNameZh,sectionWaveRole,templateTargetChains,stageTargetChains,levelId,assetPath,sourcePool,sourceClass,styleGroup,style,chain,band,chains,maxChain,avgChain,effectiveChainLoad,maxChoices,local,near,sts,collapse,rhythmChainDelta,rhythmEffectiveDelta,placementReason
3,1,普通/恢复,Normal,19,19.0,campaign500_normal_full_v1_s01_s13_15_nutation_flow_rail_v1_rect_s02_o011_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_15_nutation_flow_rail_v1_rect_s02_o011_v02_flowrail_rail_chain.asset,Campaign500NormalFullV1UnusedStrict,flow,flow,FlowRail,rail_chain,NormalFlow,36,22,11.86,36.51,7,3,3,0.809,0.051,17.0,17.5,target=19;stageTarget=19;effective=36.5;chains=36;role=Normal;style=flow;chain=rail_chain;cost=50.6
124,13,普通/恢复,Normal,96,96.0,c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,rail_chain,Hard,82,21,9.98,93.53,10,5,5,0.877,0.174,-14.0,-2.5,target=96;stageTarget=96;effective=93.5;chains=82;role=Normal;style=hardgate;chain=rail_chain;cost=74.6
125,13,特别困难,Hard,93,93.0,nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,patch_chain,,76,21,9.58,89.98,10,6,6,0.884,0.164,-17.0,-3.0,target=93;stageTarget=93;effective=90.0;chains=76;role=Hard;style=longchain;chain=patch_chain;cost=40.7
128,13,普通/恢复,Normal,80,80.0,c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,strict_peak_chain,,79,21,9.57,81.16,8,4,4,0.905,0.153,-1.0,1.2,target=80;stageTarget=80;effective=81.2;chains=79;role=Normal;style=hardgate;chain=strict_peak_chain;cost=43.4
129,13,特别困难,PeakExtreme,102,102.0,campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedmaze_chamber_corridor,family_profile_chain,LongNormalB,42,45,15.02,97.07,10,5,2,0.885,0.058,-60.0,-4.9,target=102;stageTarget=102;effective=97.1;chains=42;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=43.2
130,13,普通/恢复,Normal,96,96.0,c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelHard,rail_chain,Peak,77,21,9.83,90.04,9,6,4,0.868,0.232,-19.0,-6.0,target=96;stageTarget=96;effective=90.0;chains=77;role=Normal;style=hardgate;chain=rail_chain;cost=77.2
131,14,普通/恢复,Normal,81,81.0,campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,72,21,10.50,76.17,9,5,3,0.87,0.217,-9.0,-4.8,target=81;stageTarget=81;effective=76.2;chains=72;role=Normal;style=neutral;chain=mixed_chain;cost=47.1
132,14,困难,Hard,86,86.0,c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,rail_chain,Hard,81,21,9.99,83.82,8,5,3,0.872,0.177,-5.0,-2.2,target=86;stageTarget=86;effective=83.8;chains=81;role=Hard;style=hardgate;chain=rail_chain;cost=26.6
134,14,普通/恢复,Normal,56,56.0,c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset,Campaign500NormalFullV1UnusedStrict,flow,flow,FlowRail,rail_chain,NormalFlow,50,21,10.70,58.38,8,7,7,0.845,0.218,-6.0,2.4,target=56;stageTarget=56;effective=58.4;chains=50;role=Normal;style=flow;chain=rail_chain;cost=53.5
136,14,极难,PeakExtreme,113,113.0,nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,99,25,13.78,120.54,10,5,2,0.877,0.19,-14.0,7.5,target=113;stageTarget=113;effective=120.5;chains=99;role=PeakExtreme;style=longchain;chain=spine_chain;cost=37.7
137,14,普通/恢复,Normal,80,80.0,campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,72,21,9.03,75.68,9,5,5,0.895,0.188,-8.0,-4.3,target=80;stageTarget=80;effective=75.7;chains=72;role=Normal;style=neutral;chain=mixed_chain;cost=44.7
139,14,普通/恢复,Recovery,101,101.0,c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelHard,rail_chain,Peak,85,21,8.87,102.35,9,7,4,0.879,0.209,-16.0,1.3,target=101;stageTarget=101;effective=102.3;chains=85;role=Recovery;style=hardgate;chain=rail_chain;cost=82.7
140,14,困难,Hard,102,102.0,c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,strict_peak_chain,,80,21,9.44,101.81,11,6,3,0.846,0.222,-22.0,-0.2,target=102;stageTarget=102;effective=101.8;chains=80;role=Hard;style=hardgate;chain=strict_peak_chain;cost=68.6
141,15,普通/恢复,Recovery,114,114.0,campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,curve_chain,PeakReview,92,21,9.37,114.14,11,6,2,0.831,0.234,-22.0,0.1,target=114;stageTarget=114;effective=114.1;chains=92;role=Recovery;style=hardgate;chain=curve_chain;cost=98.8
144,15,特别困难,Hard,113,113.0,campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedmaze_chamber_corridor,family_profile_chain,LongNormalB,40,55,15.22,115.91,11,4,1,0.938,0.085,-73.0,2.9,target=113;stageTarget=113;effective=115.9;chains=40;role=Hard;style=longchain;chain=family_profile_chain;cost=68.6
145,15,普通/恢复,Recovery,95,95.0,c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,curve_chain,Hard,77,20,9.12,93.65,10,6,3,0.87,0.189,-18.0,-1.3,target=95;stageTarget=95;effective=93.7;chains=77;role=Recovery;style=hardgate;chain=curve_chain;cost=81.2
146,15,普通/恢复,Normal,95,95.0,c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,rail_chain,NormalNeutral,71,21,9.08,74.90,9,4,4,0.879,0.197,-24.0,-20.1,target=95;stageTarget=95;effective=74.9;chains=71;role=Normal;style=neutral;chain=rail_chain;cost=90.0
148,15,困难,Hard,111,111.0,campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean.asset,SeedV5LongChain30Front300,longchain,longchain,slot_headmix_outerclean,family_profile_chain,LongNormalB,34,51,15.85,109.23,10,7,6,0.882,0.083,-77.0,-1.8,target=111;stageTarget=111;effective=109.2;chains=34;role=Hard;style=longchain;chain=family_profile_chain;cost=67.2
149,15,极难,PeakExtreme,114,114.0,nutation_hub_mixed_v1_strict30_refill_19_s05_r03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_19_s05_r03.asset,HubMixedRefill30Front300,hub,hub,hub_spoke,mixed_chain,,98,14,6.96,120.95,11,6,5,0.827,0.278,-16.0,7.0,target=114;stageTarget=114;effective=121.0;chains=98;role=PeakExtreme;style=hub;chain=mixed_chain;cost=46.6
150,15,普通/恢复,Normal,104,104.0,campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,rail_chain,Hard,84,20,10.74,99.39,10,6,3,0.891,0.127,-20.0,-4.6,target=104;stageTarget=104;effective=99.4;chains=84;role=Normal;style=hardgate;chain=rail_chain;cost=87.5
152,16,困难,Hard,106,106.0,campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,curve_chain,Hard,82,21,8.40,98.09,11,3,3,0.875,0.182,-24.0,-7.9,target=106;stageTarget=106;effective=98.1;chains=82;role=Hard;style=hardgate;chain=curve_chain;cost=62.8
154,16,特别困难,PeakExtreme,113,113.0,nutation_hub_mixed_v1_strict30_refill_20_s05_r04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_20_s05_r04.asset,HubMixedRefill30Front300,hub,hub,hub_spoke,mixed_chain,,99,14,6.93,122.01,11,6,5,0.824,0.28,-14.0,9.0,target=113;stageTarget=113;effective=122.0;chains=99;role=PeakExtreme;style=hub;chain=mixed_chain;cost=49.7
155,16,普通/恢复,Normal,84,84.0,c5nep_w10smh_03_nutation_strict_mixed_hard_v1_rect_s13_o125_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_03_nutation_strict_mixed_hard_v1_rect_s13_o125_v02_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,rail_chain,Hard,75,21,9.37,82.65,8,6,5,0.865,0.176,-9.0,-1.3,target=84;stageTarget=84;effective=82.7;chains=75;role=Normal;style=hardgate;chain=rail_chain;cost=55.4
156,16,特别困难,PeakExtreme,94,94.0,nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,patch_chain,,74,21,9.84,84.43,10,4,4,0.903,0.204,-20.0,-9.6,target=94;stageTarget=94;effective=84.4;chains=74;role=PeakExtreme;style=longchain;chain=patch_chain;cost=32.6
157,16,普通/恢复,Recovery,84,84.0,c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PressurePeak,mixed_chain,Peak,80,21,9.39,83.29,8,4,3,0.859,0.198,-4.0,-0.7,target=84;stageTarget=84;effective=83.3;chains=80;role=Recovery;style=hardgate;chain=mixed_chain;cost=53.4
159,16,困难,Normal,100,100.0,c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,light_peel,peel,PeelLight,rail_chain,NormalPeelLight,71,21,9.14,77.05,10,3,2,0.897,0.187,-29.0,-23.0,target=100;stageTarget=100;effective=77.0;chains=71;role=Normal;style=peel;chain=rail_chain;cost=107.7
160,16,普通/恢复,Normal,76,76.0,campaign500_normal_full_v1_s01_s13_150_nutation_mixed_neutral_v1_rect_s13_o128_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_150_nutation_mixed_neutral_v1_rect_s13_o128_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,69,21,9.49,75.45,9,6,3,0.9,0.149,-7.0,-0.5,target=76;stageTarget=76;effective=75.5;chains=69;role=Normal;style=neutral;chain=mixed_chain;cost=35.6
161,17,普通/恢复,Recovery,53,53.0,campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowRail,rail_chain,NormalFlow,47,21,11.45,53.32,10,5,3,0.865,0.188,-6.0,0.3,target=53;stageTarget=53;effective=53.3;chains=47;role=Recovery;style=flow;chain=rail_chain;cost=43.0
162,17,普通/恢复,Normal,95,95.0,c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,unknown_chain,,74,21,9.47,91.10,10,6,4,0.87,0.214,-21.0,-3.9,target=95;stageTarget=95;effective=91.1;chains=74;role=Normal;style=hardgate;chain=unknown_chain;cost=83.3
164,17,特别困难,Hard,114,114.0,campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedlock_gate_carrier,family_profile_chain,LongNormalA,37,60,16.11,119.70,10,2,2,0.919,0.109,-77.0,5.7,target=114;stageTarget=114;effective=119.7;chains=37;role=Hard;style=longchain;chain=family_profile_chain;cost=67.8
165,17,普通/恢复,Recovery,86,86.0,campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,72,21,9.03,77.23,10,4,4,0.923,0.125,-14.0,-8.8,target=86;stageTarget=86;effective=77.2;chains=72;role=Recovery;style=neutral;chain=mixed_chain;cost=70.1
166,17,困难,Hard,119,119.0,nutation_longchain_candidate80_holefix_s2_v1_60_nutation_longchain_spine_v1_rect_c80hf2_15_d3_section_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_60_nutation_longchain_spine_v1_rect_c80hf2_15_d3_section_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,101,26,13.51,133.12,10,7,4,0.852,0.27,-18.0,14.1,target=119;stageTarget=119;effective=133.1;chains=101;role=Hard;style=longchain;chain=spine_chain;cost=79.0
169,17,特别困难,PeakExtreme,124,124.0,nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,109,26,12.88,135.76,10,6,5,0.834,0.26,-15.0,11.8,target=124;stageTarget=124;effective=135.8;chains=109;role=PeakExtreme;style=longchain;chain=spine_chain;cost=81.8
170,17,普通/恢复,Recovery,104,104.0,c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,choice_clamp_chain,,76,21,9.92,102.61,11,7,3,0.842,0.22,-28.0,-1.4,target=104;stageTarget=104;effective=102.6;chains=76;role=Recovery;style=hardgate;chain=choice_clamp_chain;cost=109.9
171,18,普通/恢复,Recovery,108,108.0,c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,rail_chain,Hard,76,21,9.28,93.22,10,6,3,0.846,0.211,-32.0,-14.8,target=108;stageTarget=108;effective=93.2;chains=76;role=Recovery;style=hardgate;chain=rail_chain;cost=123.0
172,18,困难,Hard,106,106.0,nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,patch_chain,,70,21,9.64,85.34,9,7,5,0.848,0.226,-36.0,-20.7,target=106;stageTarget=106;effective=85.3;chains=70;role=Hard;style=longchain;chain=patch_chain;cost=84.9
174,18,普通/恢复,Recovery,95,95.0,c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_18_nutation_strict_mixed_choiceclamp_v1_rect_s17_o166_v05_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,choice_clamp_chain,,74,21,9.47,88.60,10,6,4,0.916,0.093,-21.0,-6.4,target=95;stageTarget=95;effective=88.6;chains=74;role=Recovery;style=hardgate;chain=choice_clamp_chain;cost=92.8
175,18,普通/恢复,Normal,92,92.0,campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,71,21,9.14,74.43,9,5,4,0.891,0.16,-21.0,-17.6,target=92;stageTarget=92;effective=74.4;chains=71;role=Normal;style=neutral;chain=mixed_chain;cost=83.6
176,18,特别困难,Hard,112,112.0,c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,strict_peak_chain,,73,21,8.86,94.92,10,7,3,0.868,0.214,-39.0,-17.1,target=112;stageTarget=112;effective=94.9;chains=73;role=Hard;style=hardgate;chain=strict_peak_chain;cost=96.5
179,18,特别困难,PeakExtreme,115,115.0,nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,65,26,15.03,82.50,8,5,2,0.895,0.174,-50.0,-32.5,target=115;stageTarget=115;effective=82.5;chains=65;role=PeakExtreme;style=longchain;chain=spine_chain;cost=91.1
180,18,普通/恢复,Recovery,108,108.0,campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,70,20,9.29,75.21,8,6,5,0.829,0.208,-38.0,-32.8,target=108;stageTarget=108;effective=75.2;chains=70;role=Recovery;style=neutral;chain=mixed_chain;cost=137.6
181,19,普通/恢复,Recovery,106,106.0,c5hole_lowchoice_v1_h01r_08_nutation_strict_mixed_hard_v1_rect_s03_o025_v01_strictmixedhard_strict_hard_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_08_nutation_strict_mixed_hard_v1_rect_s03_o025_v01_strictmixedhard_strict_hard_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,strict_hard_chain,,77,21,9.09,87.13,10,5,5,0.931,0.117,-29.0,-18.9,target=106;stageTarget=106;effective=87.1;chains=77;role=Recovery;style=hardgate;chain=strict_hard_chain;cost=126.3
182,19,普通/恢复,Normal,88,88.0,campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,71,21,9.15,80.02,10,6,4,0.86,0.134,-17.0,-8.0,target=88;stageTarget=88;effective=80.0;chains=71;role=Normal;style=neutral;chain=mixed_chain;cost=71.9
