order,section10,positionIn10,macroArc,sectionRole,levelName,category,difficultyCode,difficultyNameZh,isShapeSlot,shapeId,shapeNameZh,isHoleSlot,templateTargetChains,templateTargetChainsMin,templateTargetChainsMax,templateArrowTiles,targetWidth,targetHeight,targetAspect,slotDutyV2,targetExperience,front20DetailedDuty,front20PlayerPurpose,styleTargetV2,chainLanguageTargetV2,targetEffectiveLoadMin,targetEffectiveLoad,targetEffectiveLoadMax,effectiveLoadBand,readDemandTarget,requiredEvidence,avoidRules,loadInterpretationNote,replacementPriority,productionNeed,planningStatus,selectedCandidateId,selectedSource,reviewStatus
91,10,1,A2_LoopFormation,loop_formation,Main/Level_Main_91_hole,hole,1,普通/恢复,0,,,1,47,42,52,491,26,22,1.182,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,65,71,77,65-77,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front100_lock,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
92,10,2,A2_LoopFormation,loop_formation,Main/Level_Main_92,normal,1,普通/恢复,0,,,0,48,43,53,393,16,25,0.64,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,69,75,81,69-81,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
93,10,3,A2_LoopFormation,loop_formation,Main/Level_Main_93,shape,2,困难,1,wrappedcandy,糖果,0,86,77,95,734,37,29,1.276,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,87,95,103,87-103,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
94,10,4,A2_LoopFormation,loop_formation,Main/Level_Main_94,normal,3,特别困难,0,,,0,107,96,118,809,21,39,0.538,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,94,104,114,94-114,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
95,10,5,A2_LoopFormation,loop_formation,Main/Level_Main_95,normal,1,普通/恢复,0,,,0,61,55,67,391,15,27,0.556,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,75,81,87,75-87,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
96,10,6,A2_LoopFormation,loop_formation,Main/Level_Main_96,normal,4,极难,0,,,0,110,99,121,840,23,37,0.622,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,106,112,118,106-118,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front100_lock,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
97,10,7,A2_LoopFormation,loop_formation,Main/Level_Main_97,normal,2,困难,0,,,0,102,92,112,785,21,38,0.553,LocalRunBreaker,break same-area clearing,,,Peel/Mixed/HubLite,rail_patch,80,88,96,80-96,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
98,10,8,A2_LoopFormation,loop_formation,Main/Level_Main_98,shape,2,困难,1,phonehandset,电话听筒,0,87,78,96,575,34,42,0.81,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,98,106,114,98-114,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
99,10,9,A2_LoopFormation,loop_formation,Main/Level_Main_99,normal,2,困难,0,,,0,101,91,111,736,22,34,0.647,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,87,95,103,87-103,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
100,10,10,A2_LoopFormation,loop_formation,Main/Level_Main_100,normal,1,普通/恢复,0,,,0,49,44,54,378,16,24,0.667,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,86,92,98,86-98,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
