order,section10,positionIn10,macroArc,sectionRole,levelName,category,difficultyCode,difficultyNameZh,isShapeSlot,shapeId,shapeNameZh,isHoleSlot,templateTargetChains,templateTargetChainsMin,templateTargetChainsMax,templateArrowTiles,targetWidth,targetHeight,targetAspect,slotDutyV2,targetExperience,front20DetailedDuty,front20PlayerPurpose,styleTargetV2,chainLanguageTargetV2,targetEffectiveLoadMin,targetEffectiveLoad,targetEffectiveLoadMax,effectiveLoadBand,readDemandTarget,requiredEvidence,avoidRules,loadInterpretationNote,replacementPriority,productionNeed,planningStatus,selectedCandidateId,selectedSource,reviewStatus
270,27,10,A6_CoreClosure,front300_core_closure,Main/Level_Main_270,normal,1,普通/恢复,0,,,0,114,103,125,843,22,39,0.564,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,102,108,114,102-114,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
271,28,1,A6_CoreClosure,front300_core_closure,Main/Level_Main_271,normal,1,普通/恢复,0,,,0,114,103,125,693,22,32,0.688,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,85,91,97,85-97,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
272,28,2,A6_CoreClosure,front300_core_closure,Main/Level_Main_272,normal,1,普通/恢复,0,,,0,115,103,127,880,23,39,0.59,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,90,96,102,90-102,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
273,28,3,A6_CoreClosure,front300_core_closure,Main/Level_Main_273,shape,1,普通/恢复,1,gameportal,游戏传送门,0,113,102,124,824,36,44,0.818,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,95,101,107,95-107,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
274,28,4,A6_CoreClosure,front300_core_closure,Main/Level_Main_274,normal,3,特别困难,0,,,0,131,118,144,1068,31,35,0.886,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,119,129,139,119-139,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
275,28,5,A6_CoreClosure,front300_core_closure,Main/Level_Main_275,normal,1,普通/恢复,0,,,0,106,95,117,776,22,36,0.611,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,96,102,108,96-108,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
276,28,6,A6_CoreClosure,front300_core_closure,Main/Level_Main_276,normal,4,极难,0,,,0,201,181,221,1187,27,45,0.6,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,140,152,164,140-164,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
277,28,7,A6_CoreClosure,front300_core_closure,Main/Level_Main_277_hole,hole,1,普通/恢复,0,,,1,61,55,67,586,26,26,1.0,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,89,95,101,89-101,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
278,28,8,A6_CoreClosure,front300_core_closure,Main/Level_Main_278,shape,2,困难,1,tree,树,0,119,107,131,873,36,42,0.857,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,122,130,138,122-138,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
279,28,9,A6_CoreClosure,front300_core_closure,Main/Level_Main_279,normal,1,普通/恢复,0,,,0,107,96,118,766,20,39,0.513,SetupOrBreath,peak setup or light release,,,Mixed/Peel/Shape,variation_first,95,101,107,95-107,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
280,28,10,A6_CoreClosure,front300_core_closure,Main/Level_Main_280,normal,1,普通/恢复,0,,,0,107,96,118,791,23,35,0.657,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,102,108,114,102-114,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
281,29,1,A6_CoreClosure,front300_core_closure,Main/Level_Main_281,normal,1,普通/恢复,0,,,0,107,96,118,759,21,37,0.568,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,86,92,98,86-98,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
282,29,2,A6_CoreClosure,front300_core_closure,Main/Level_Main_282,normal,1,普通/恢复,0,,,0,107,96,118,784,21,38,0.553,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,91,97,103,91-103,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
283,29,3,A6_CoreClosure,front300_core_closure,Main/Level_Main_283,shape,2,困难,1,volcano,火山,0,119,107,131,906,40,42,0.952,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,112,120,128,112-128,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
284,29,4,A6_CoreClosure,front300_core_closure,Main/Level_Main_284,normal,3,特别困难,0,,,0,172,155,189,1054,27,40,0.675,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,120,130,140,120-140,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
285,29,5,A6_CoreClosure,front300_core_closure,Main/Level_Main_285_hole,hole,1,普通/恢复,0,,,1,62,56,68,587,24,28,0.857,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,98,104,110,98-110,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
286,29,6,A6_CoreClosure,front300_core_closure,Main/Level_Main_286,normal,1,普通/恢复,0,,,0,107,96,118,823,22,38,0.579,NormalPractice,template normal in read-check position stays practice,,,Flow/Peel/Mixed,curve_rail,102,108,114,102-114,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
287,29,7,A6_CoreClosure,front300_core_closure,Main/Level_Main_287,normal,4,极难,0,,,0,214,193,235,1313,27,50,0.54,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,128,140,152,128-152,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
288,29,8,A6_CoreClosure,front300_core_closure,Main/Level_Main_288,shape,2,困难,1,knighthelmet,骑士头盔,0,120,108,132,827,36,44,0.818,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,122,130,138,122-138,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
289,29,9,A6_CoreClosure,front300_core_closure,Main/Level_Main_289,normal,2,困难,0,,,0,115,103,127,820,21,40,0.525,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,112,120,128,112-128,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
290,29,10,A6_CoreClosure,front300_core_closure,Main/Level_Main_290,normal,1,普通/恢复,0,,,0,114,103,125,839,22,39,0.564,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,102,108,114,102-114,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
291,30,1,A6_CoreClosure,front300_core_closure,Main/Level_Main_291,normal,1,普通/恢复,0,,,0,106,95,117,765,21,37,0.568,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,87,93,99,87-99,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
292,30,2,A6_CoreClosure,front300_core_closure,Main/Level_Main_292_hole,hole,1,普通/恢复,0,,,1,60,54,66,539,24,26,0.923,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,93,99,105,93-105,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
293,30,3,A6_CoreClosure,front300_core_closure,Main/Level_Main_293,shape,2,困难,1,potionbottle,药水瓶,0,118,106,130,1015,36,47,0.766,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,113,121,129,113-129,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
294,30,4,A6_CoreClosure,front300_core_closure,Main/Level_Main_294,normal,1,普通/恢复,0,,,0,110,99,121,814,23,36,0.639,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,95,101,107,95-107,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
295,30,5,A6_CoreClosure,front300_core_closure,Main/Level_Main_295,normal,1,普通/恢复,0,,,0,105,95,115,805,22,37,0.595,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,98,104,110,98-110,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
296,30,6,A6_CoreClosure,front300_core_closure,Main/Level_Main_296,normal,3,特别困难,0,,,0,163,147,179,997,23,44,0.523,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,129,139,149,129-149,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
297,30,7,A6_CoreClosure,front300_core_closure,Main/Level_Main_297,normal,1,普通/恢复,0,,,0,114,103,125,814,22,38,0.579,RecoveryFlow,breath after mid-section pressure,,,Flow/Peel/Mixed,different_from_previous,90,96,102,90-102,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
298,30,8,A6_CoreClosure,front300_core_closure,Main/Level_Main_298,shape,2,困难,1,rocketvarianta,火箭,0,123,111,135,832,34,44,0.773,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,122,130,138,122-138,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
299,30,9,A6_CoreClosure,front300_core_closure,Main/Level_Main_299,normal,4,极难,0,,,0,178,160,196,1315,29,46,0.63,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,136,148,160,136-160,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
300,30,10,A6_CoreClosure,front300_core_closure,Main/Level_Main_300,normal,1,普通/恢复,0,,,0,110,99,121,806,20,41,0.488,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,102,108,114,102-114,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
301,31,1,A7_AdvancedVariation,advanced_variation,Main/Level_Main_301_hole,hole,1,普通/恢复,0,,,1,82,74,90,752,28,30,0.933,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,88,94,100,88-100,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
302,31,2,A7_AdvancedVariation,advanced_variation,Main/Level_Main_302,normal,1,普通/恢复,0,,,0,102,92,112,773,20,39,0.513,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,92,98,104,92-104,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
303,31,3,A7_AdvancedVariation,advanced_variation,Main/Level_Main_303,shape,1,普通/恢复,1,virtualpetkeychain,电子宠物钥匙扣,0,120,108,132,819,34,44,0.773,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,98,104,110,98-110,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
304,31,4,A7_AdvancedVariation,advanced_variation,Main/Level_Main_304,normal,1,普通/恢复,0,,,0,122,110,134,906,23,40,0.575,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,96,102,108,96-108,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
305,31,5,A7_AdvancedVariation,advanced_variation,Main/Level_Main_305,normal,3,特别困难,0,,,0,181,163,199,1078,25,44,0.568,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,124,134,144,124-144,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
306,31,6,A7_AdvancedVariation,advanced_variation,Main/Level_Main_306,normal,1,普通/恢复,0,,,0,117,105,129,889,22,41,0.537,NormalPractice,template normal in read-check position stays practice,,,Flow/Peel/Mixed,curve_rail,104,110,116,104-116,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
307,31,7,A7_AdvancedVariation,advanced_variation,Main/Level_Main_307,shape,2,困难,1,pear,梨,0,121,109,133,982,36,47,0.766,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,110,118,126,110-126,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
308,31,8,A7_AdvancedVariation,advanced_variation,Main/Level_Main_308,normal,1,普通/恢复,0,,,0,106,95,117,767,21,37,0.568,BridgeRamp,ordinary upper-ramp slot,,,Peel/Mixed,rail_patch,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
309,31,9,A7_AdvancedVariation,advanced_variation,Main/Level_Main_309,normal,4,极难,0,,,0,200,180,220,1201,24,51,0.471,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,136,148,160,136-160,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
310,31,10,A7_AdvancedVariation,advanced_variation,Main/Level_Main_310,normal,1,普通/恢复,0,,,0,111,100,122,838,23,37,0.622,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
311,32,1,A7_AdvancedVariation,advanced_variation,Main/Level_Main_311,normal,1,普通/恢复,0,,,0,103,93,113,728,21,35,0.6,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,88,94,100,88-100,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
312,32,2,A7_AdvancedVariation,advanced_variation,Main/Level_Main_312,normal,3,特别困难,0,,,0,134,121,147,837,22,39,0.564,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,119,129,139,119-139,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
313,32,3,A7_AdvancedVariation,advanced_variation,Main/Level_Main_313,shape,1,普通/恢复,1,apple,苹果,0,121,109,133,857,34,38,0.895,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,98,104,110,98-110,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
314,32,4,A7_AdvancedVariation,advanced_variation,Main/Level_Main_314,normal,1,普通/恢复,0,,,0,112,101,123,887,22,41,0.537,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,96,102,108,96-108,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
315,32,5,A7_AdvancedVariation,advanced_variation,Main/Level_Main_315,normal,1,普通/恢复,0,,,0,116,104,128,887,22,41,0.537,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,99,105,111,99-111,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
