"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","positionBeatRole","actualBeatRole","sectionDuty","sectionIntent","sectionTheme","slotDutyV2","playerTask","pressureIntent","styleTargetV2","chainLanguageTargetV2","mustChangeFromPrevious","acceptanceFocus","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"238","24","8","Main/Level_Main_238","shape","1","普通/恢复","106","778","LatePressureWindow","SpecialAnchorBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题A / PressureBuild","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"239","24","9","Main/Level_Main_239","normal","4","极难","171","1038","PeakSetup","ExtremePeakBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题A / PressureBuild","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","为10准备或承担小峰，避免重复8","solved; chapter top effective load; theme clear; fair choices","front300-high","","","not_reviewed"
"240","24","10","Main/Level_Main_240","normal","1","普通/恢复","117","711","PeakOrLanding","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题A / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"241","25","1","Main/Level_Main_241","normal","1","普通/恢复","119","949","ResetOpener","RecoveryBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","curve/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"242","25","2","Main/Level_Main_242_hole","hole","1","普通/恢复","83","802","BaselinePractice","SpecialAnchorBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"243","25","3","Main/Level_Main_243","shape","2","困难","120","844","LanguageTurn","HardReadBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"244","25","4","Main/Level_Main_244","normal","1","普通/恢复","115","864","VisualSpatialTurn","VariationBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","patch/mixed","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front300-high","","","not_reviewed"
"245","25","5","Main/Level_Main_245","normal","3","特别困难","150","925","BridgeRamp","PeakBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","向困难位铺垫，但不能压过困难","solved; quality gates","front300-high","","","not_reviewed"
"246","25","6","Main/Level_Main_246","normal","1","普通/恢复","109","827","FirstReadWindow","PracticeBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","rail/curve","出现第一次明确读题/区域切换","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"247","25","7","Main/Level_Main_247","shape","1","普通/恢复","109","902","BreathOrPractice","SpecialAnchorBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"248","25","8","Main/Level_Main_248","normal","1","普通/恢复","102","751","LatePressureWindow","PracticeBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","rail/curve","若模板为困难则做主困难；若普通则做后段练习","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"249","25","9","Main/Level_Main_249","normal","3","特别困难","137","840","PeakSetup","PeakBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","Peel/LongChain/Hub","System.Object[]","为10准备或承担小峰，避免重复8","solved; dependency/read demand evidence; hard > normal by reason","front300-high","","","not_reviewed"
"250","25","10","Main/Level_Main_250","normal","1","普通/恢复","107","793","PeakOrLanding","PracticeBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题A / MiniPeakAndReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","rail/curve","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"251","26","1","Main/Level_Main_251_hole","hole","1","普通/恢复","59","590","ResetOpener","SpecialAnchorBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","从上一组峰值回落；不要延续同一高压语言","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"252","26","2","Main/Level_Main_252","normal","3","特别困难","147","894","BaselinePractice","PeakBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","与前后关保持风格/语言/画布手感差异","solved; quality gates","front300-high","","","not_reviewed"
"253","26","3","Main/Level_Main_253","shape","2","困难","117","817","LanguageTurn","HardReadBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"254","26","4","Main/Level_Main_254","normal","1","普通/恢复","101","740","VisualSpatialTurn","VariationBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","rail","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front300-high","","","not_reviewed"
"255","26","5","Main/Level_Main_255","normal","1","普通/恢复","110","839","BridgeRamp","RampBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; normal-high effective load; prepares hard without becoming peak","front300-high","","","not_reviewed"
"256","26","6","Main/Level_Main_256","normal","4","极难","159","986","FirstReadWindow","ExtremePeakBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","出现第一次明确读题/区域切换","solved; chapter top effective load; theme clear; fair choices","front300-high","","","not_reviewed"
"257","26","7","Main/Level_Main_257","normal","1","普通/恢复","107","809","BreathOrPractice","RecoveryBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","curve/mixed","从6回落或换语言释放","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"258","26","8","Main/Level_Main_258","shape","1","普通/恢复","110","783","LatePressureWindow","SpecialAnchorBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"259","26","9","Main/Level_Main_259","normal","1","普通/恢复","126","777","PeakSetup","RampBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; normal-high effective load; prepares hard without becoming peak","front300-high","","","not_reviewed"
"260","26","10","Main/Level_Main_260","normal","1","普通/恢复","101","707","PeakOrLanding","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","前300核心：依赖读题B / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"261","27","1","Main/Level_Main_261","normal","1","普通/恢复","107","851","ResetOpener","RecoveryBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"262","27","2","Main/Level_Main_262","normal","1","普通/恢复","102","802","BaselinePractice","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","rail/curve","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"263","27","3","Main/Level_Main_263","shape","1","普通/恢复","116","738","LanguageTurn","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"264","27","4","Main/Level_Main_264","normal","3","特别困难","157","978","VisualSpatialTurn","PeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","与前后关保持风格/语言/画布手感差异","solved; quality gates","front300-high","","","not_reviewed"
"265","27","5","Main/Level_Main_265","normal","1","普通/恢复","104","767","BridgeRamp","RampBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; normal-high effective load; prepares hard without becoming peak","front300-high","","","not_reviewed"
"266","27","6","Main/Level_Main_266","normal","1","普通/恢复","97","753","FirstReadWindow","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","rail/curve","出现第一次明确读题/区域切换","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"267","27","7","Main/Level_Main_267_hole","hole","1","普通/恢复","82","809","BreathOrPractice","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"268","27","8","Main/Level_Main_268","shape","2","困难","118","813","LatePressureWindow","HardReadBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"269","27","9","Main/Level_Main_269","normal","4","极难","184","1378","PeakSetup","ExtremePeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","为10准备或承担小峰，避免重复8","solved; chapter top effective load; theme clear; fair choices","front300-high","","","not_reviewed"
"270","27","10","Main/Level_Main_270","normal","1","普通/恢复","114","843","PeakOrLanding","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","前300核心：依赖读题B / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","rail/curve","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"271","28","1","Main/Level_Main_271","normal","1","普通/恢复","114","693","ResetOpener","RecoveryBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"272","28","2","Main/Level_Main_272","normal","1","普通/恢复","115","880","BaselinePractice","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"273","28","3","Main/Level_Main_273","shape","1","普通/恢复","113","824","LanguageTurn","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"274","28","4","Main/Level_Main_274","normal","3","特别困难","131","1068","VisualSpatialTurn","PeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","Peel/LongChain/Hub","System.Object[]","与前后关保持风格/语言/画布手感差异","solved; dependency/read demand evidence; hard > normal by reason","front300-high","","","not_reviewed"
"275","28","5","Main/Level_Main_275","normal","1","普通/恢复","106","776","BridgeRamp","RampBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; normal-high effective load; prepares hard without becoming peak","front300-high","","","not_reviewed"
"276","28","6","Main/Level_Main_276","normal","4","极难","201","1187","FirstReadWindow","ExtremePeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","出现第一次明确读题/区域切换","solved; chapter top effective load; theme clear; fair choices","front300-high","","","not_reviewed"
"277","28","7","Main/Level_Main_277_hole","hole","1","普通/恢复","61","586","BreathOrPractice","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"278","28","8","Main/Level_Main_278","shape","2","困难","119","873","LatePressureWindow","HardReadBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"279","28","9","Main/Level_Main_279","normal","1","普通/恢复","107","766","PeakSetup","RampBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; normal-high effective load; prepares hard without becoming peak","front300-high","","","not_reviewed"
"280","28","10","Main/Level_Main_280","normal","1","普通/恢复","107","791","PeakOrLanding","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","前300核心：依赖读题B / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"281","29","1","Main/Level_Main_281","normal","1","普通/恢复","107","759","ResetOpener","RecoveryBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"282","29","2","Main/Level_Main_282","normal","1","普通/恢复","107","784","BaselinePractice","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"283","29","3","Main/Level_Main_283","shape","2","困难","119","906","LanguageTurn","HardReadBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"284","29","4","Main/Level_Main_284","normal","3","特别困难","172","1054","VisualSpatialTurn","PeakBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","与前后关保持风格/语言/画布手感差异","solved; quality gates","front300-high","","","not_reviewed"
"285","29","5","Main/Level_Main_285_hole","hole","1","普通/恢复","62","587","BridgeRamp","SpecialAnchorBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"286","29","6","Main/Level_Main_286","normal","1","普通/恢复","107","823","FirstReadWindow","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","出现第一次明确读题/区域切换","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"287","29","7","Main/Level_Main_287","normal","4","极难","214","1313","BreathOrPractice","ExtremePeakBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","从6回落或换语言释放","solved; chapter top effective load; theme clear; fair choices","front300-high","","","not_reviewed"
"288","29","8","Main/Level_Main_288","shape","2","困难","120","827","LatePressureWindow","HardReadBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"289","29","9","Main/Level_Main_289","normal","2","困难","115","820","PeakSetup","HardReadBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","Peel/Hub-lite/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; region/axis switch evidence; choices readable","front300-high","","","not_reviewed"
"290","29","10","Main/Level_Main_290","normal","1","普通/恢复","114","839","PeakOrLanding","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","前300核心：依赖读题B / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"291","30","1","Main/Level_Main_291","normal","1","普通/恢复","106","765","ResetOpener","RecoveryBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","curve/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"292","30","2","Main/Level_Main_292_hole","hole","1","普通/恢复","60","539","BaselinePractice","SpecialAnchorBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"293","30","3","Main/Level_Main_293","shape","2","困难","118","1015","LanguageTurn","HardReadBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"294","30","4","Main/Level_Main_294","normal","1","普通/恢复","110","814","VisualSpatialTurn","VariationBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","patch/mixed","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front300-high","","","not_reviewed"
"295","30","5","Main/Level_Main_295","normal","1","普通/恢复","105","805","BridgeRamp","RampBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; normal-high effective load; prepares hard without becoming peak","front300-high","","","not_reviewed"
"296","30","6","Main/Level_Main_296","normal","3","特别困难","163","997","FirstReadWindow","PeakBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","出现第一次明确读题/区域切换","solved; quality gates","front300-high","","","not_reviewed"
"297","30","7","Main/Level_Main_297","normal","1","普通/恢复","114","814","BreathOrPractice","RecoveryBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","curve/mixed","从6回落或换语言释放","solved; smooth; low frustration; no excessive choice explosion","front300-high","","","not_reviewed"
"298","30","8","Main/Level_Main_298","shape","2","困难","123","832","LatePressureWindow","HardReadBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front300-high","","","not_reviewed"
"299","30","9","Main/Level_Main_299","normal","4","极难","178","1315","PeakSetup","ExtremePeakBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","为10准备或承担小峰，避免重复8","solved; chapter top effective load; theme clear; fair choices","front300-high","","","not_reviewed"
"300","30","10","Main/Level_Main_300","normal","1","普通/恢复","110","806","PeakOrLanding","PracticeBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","前300核心：依赖读题B / MiniPeakAndReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Mixed","rail/curve","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front300-high","","","not_reviewed"
"301","31","1","Main/Level_Main_301_hole","hole","1","普通/恢复","82","752","ResetOpener","SpecialAnchorBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","从上一组峰值回落；不要延续同一高压语言","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
