order,slotRole,relativeDifficulty,template,bucket,type,styleKey,chains,score,openers,avgChoices,dependencyBlocks,levelId,path,families,qualityFlags,portableQuality
379,Recovery,Recovery,E_early_peak,hard,sweep,direct_pure_topup_slice08_candidates,157,151.2,25,10.42,852,direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset,direct_polish:sweep:g11,ok,ok
380,Normal,Normal,E_early_peak,hard,section,direct_pure_topup_slice08_candidates,144,148.0,26,11.22,645,direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset,direct_polish:section_unlock:g12,ok,ok
381,Recovery,Recovery,A_peak9,hard,dense,direct_pure_topup_slice10_candidates,145,150.1,27,14.78,661,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset,direct_polish:dense_weave:g11,ok,too-open
382,Normal,Normal,A_peak9,hard,section,direct_pure_topup_slice10_candidates,150,151.0,24,15.74,616,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,direct_polish:stair_push:g11,ok,ok
383,Shape,Novelty,A_peak9,normal,shape_ocean,shape_final_with_supplement,142,370,20,17.2,14,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset,shape:Ocean:nautical:object:procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154,rel:Normal:ShapeNormal:Shape:Ocean:nautical:object:transition,Normal
384,Pressure,Hard,A_peak9,very_hard,lock,direct_polish_hard_candidates,172,148.1,22,9.40,881,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset,direct_polish:core_burst:g4,ok,ok
385,HoleRescue,Mechanic,hole10_block_381_390,normal,hole_rescue,hole_combined_20260613,72,260,8,0.111,0.203,hole_candidate_068_tall_28x30_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_068_tall_28x30_dual.asset,hole_combined:DualZone:tall_28x30_dual,hole10_v4:DualZone:keep,hole10_v4_keep
386,Normal,Normal,A_peak9,normal,dense,direct_normal_candidates,116,172.9,18,6.34,557,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset,asset:direct_normal_61_direct_normal_r,ok,ok
387,Shape,Novelty,A_peak9,normal,shape_vehicle,shape_final_with_supplement,152,389,21,18.06,14.8,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset,shape:Vehicle:transport:vehicle:procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008,rel:Hard:ShapePressure:Shape:Vehicle:transport:vehicle:transition,Normal
388,Pressure,Hard,A_peak9,extreme,section,direct_advanced_candidates,305,104.7,25,12.44,2383,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03.asset,direct_advanced:quasi_symmetry:g6,ok,ok
389,Peak,RelativeExtreme,A_peak9,very_hard,lock,direct_pure_topup_slice07_candidates,181,140.2,24,8.37,1025,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset,direct_polish:lock_buckle:g10,ok,ok
390,Normal,Normal,A_peak9,hard,section,direct_pure_topup_slice08_candidates,136,160.2,18,11.64,593,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset,direct_polish:dual_zone:g12,ok,ok
391,Recovery,Recovery,F_chapter_breath,hard,sweep,direct_polish_clean_candidates,137,162.8,17,8.78,658,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,direct_polish:sweep:g0,ok,ok
392,HoleRescue,Mechanic,hole10_block_391_400,normal,hole_rescue,hole_combined_20260613,75,262,10,0.133,0.316,hole_candidate_042_std_26x28_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_042_std_26x28_lock.asset,hole_combined:LockBuckle:std_26x28_lock,hole10_v4:LockBuckle:keep,hole10_v4_keep
393,Shape,Novelty,F_chapter_breath,normal,shape_magic,shape_final_with_supplement,157,384,22,18.92,14.9,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset,shape:Magic:fantasy-architecture:landmark:procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115,rel:Hard:ShapePressure:Shape:Magic:fantasy-architecture:landmark:transition,Normal
394,Pressure,Hard,F_chapter_breath,very_hard,lock,direct_advanced_candidates,214,115.2,25,16.14,1178,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,direct_advanced:core_burst:g0,ok,ok
395,Normal,Normal,F_chapter_breath,normal,dense,direct_normal_candidates,118,160.7,12,9.35,527,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,direct_normal:dense_weave:g3,ok,ok
396,Peak,RelativeExtreme,F_chapter_breath,very_hard,section,direct_advanced_candidates,181,142.7,20,10.18,1046,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,direct_advanced:section_unlock:g1,ok,ok
397,Recovery,Recovery,F_chapter_breath,normal,sweep,direct_normal_topup_candidates,105,160.3,15,7.85,528,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,direct_normal:sweep:g10,ok,ok
398,Shape,Novelty,F_chapter_breath,normal,shape_landmark,shape_final_with_supplement,163,400,23,19.78,15.2,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,shape:Landmark:architecture:landmark:procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123,rel:Hard:ShapePressure:Shape:Landmark:architecture:landmark:transition,Normal
399,Normal,Normal,F_chapter_breath,hard,section,direct_pure_topup_slice08_candidates,144,161.7,25,9.35,639,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,direct_polish:dual_zone:g11,ok,ok
400,Normal,Normal,F_chapter_breath,hard,section,direct_pure_topup_slice09_candidates,143,160.3,26,10.02,673,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,direct_polish:stair_push:g9,ok,ok
401,HoleRescue,Mechanic,hole10_block_401_410,normal,hole_rescue,hole_combined_20260613,73,261,7,0.096,0.227,hole_candidate_088_wide_32x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset,hole_combined:SectionUnlock:wide_32x26_section,hole10_v4:SectionUnlock:keep,hole10_v4_keep
402,Normal,Normal,B_peak7_end_calm,hard,dense,direct_polish_clean_candidates,127,165.3,19,9.58,543,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,direct_polish:dense_weave:g0,ok,ok
403,Shape,Novelty,B_peak7_end_calm,normal,shape_vehicle,shape_final_with_supplement,170,419,24,20.64,15.6,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,shape:Vehicle:transport:vehicle:procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015,rel:Hard:ShapePressure:Shape:Vehicle:transport:vehicle:transition,Normal
404,Pressure,Hard,B_peak7_end_calm,hard,lock,direct_pure_topup_slice10_candidates,155,155.6,21,13.94,725,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,direct_polish:lock_buckle:g12,ok,ok
405,Recovery,Recovery,B_peak7_end_calm,very_hard,maze,direct_pure_topup_slice10_candidates,170,109.2,25,15.91,649,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,direct_polish:maze_long_chain:g11,ok,ok
406,Normal,Normal,B_peak7_end_calm,normal,dense,direct_pure_topup_slice05_candidates,84,210.3,9,5.68,387,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,asset:direct_pure_topup_05_17_direct_n,ok,ok
407,Peak,RelativeExtreme,B_peak7_end_calm,very_hard,lock,direct_advanced_candidates,196,129.9,26,11.51,1246,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset,direct_advanced:core_burst:g1,ok,ok
408,Shape,Novelty,B_peak7_end_calm,normal,shape_nature,shape_final_with_supplement,167,428,23,19.78,15.7,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,shape:Nature:plants-creatures:creature:procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:creature:transition,Normal
409,Pressure,Hard,B_peak7_end_calm,hard,section,direct_polish_hard_candidates,145,171.3,15,7.88,784,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,direct_polish:section_unlock:g4,ok,ok
410,Recovery,Recovery,B_peak7_end_calm,hard,section,direct_pure_topup_slice10_candidates,139,146.1,23,15.39,708,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,direct_polish:dual_zone:g11,ok,ok
411,Recovery,Recovery,C_double_wave,normal,sweep,direct_normal_candidates,114,180.4,15,6.78,613,direct_normal_145_direct_normal_rect_sweep_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,direct_normal:sweep:g2,ok,ok
412,Pressure,Hard,C_double_wave,hard,section,direct_pure_topup_slice10_candidates,157,157.4,19,12.81,763,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset,direct_polish:stair_push:g12,ok,ok
413,Shape,Novelty,C_double_wave,normal,shape_landmark,shape_final_with_supplement,179,429,25,21.5,16.2,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,shape:Landmark:architecture:landmark:procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516,rel:VeryHard:ShapePeak:Shape:Landmark:architecture:landmark:big,Normal
414,Recovery,Recovery,C_double_wave,normal,sweep,direct_normal_candidates,107,196.7,15,5.79,579,direct_normal_25_direct_normal_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset,direct_normal:sweep:g2,ok,ok
415,Normal,Normal,C_double_wave,hard,section,direct_pure_topup_slice08_candidates,141,165.6,18,9.43,683,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,direct_polish:quasi_symmetry:g12,ok,ok
416,Pressure,Hard,C_double_wave,hard,lock,direct_pure_topup_slice08_candidates,149,161.3,22,9.51,745,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,direct_polish:lock_buckle:g13,ok,ok
417,HoleRescue,Mechanic,hole10_block_411_420,normal,hole_rescue,hole_combined_20260613,75,262,10,0.133,0.241,hole_topup_016_topup_tall_28x30_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset,hole_combined:OuterShell:topup_tall_28x30_shell,hole10_v4:OuterShell:keep,hole10_v4_keep
418,Shape,Novelty,C_double_wave,normal,shape_space,shape_final_with_supplement,186,455,26,22.36,16.6,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,shape:Space:sci-fi:character:procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158,rel:VeryHard:ShapePeak:Shape:Space:sci-fi:character:big,Hard
419,Peak,RelativeExtreme,C_double_wave,very_hard,section,direct_advanced_candidates,203,113.2,21,15.76,1018,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset,direct_advanced:section_unlock:g0,ok,ok
420,Recovery,Recovery,C_double_wave,hard,dense,direct_pure_topup_slice10_candidates,143,153.0,22,11.01,627,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset,direct_polish:dense_weave:g10,ok,ok
421,Recovery,Recovery,D_visual_middle,very_hard,sweep,direct_polish_hard_candidates,180,128.8,21,11.51,968,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset,direct_polish:sweep:g4,ok,ok
422,Normal,Normal,D_visual_middle,normal,dense,direct_normal_candidates,113,180.5,13,6.44,536,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,direct_normal:dense_weave:g1,ok,ok
423,Shape,Novelty,D_visual_middle,normal,shape_vehicle,shape_final_with_supplement,186,458,26,22.36,16.6,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,shape:Vehicle:transport:vehicle:procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535,rel:VeryHard:ShapePeak:Shape:Vehicle:transport:vehicle:big,Hard
424,Normal,Normal,D_visual_middle,hard,maze,direct_polish_clean_candidates,129,168.9,13,8.55,593,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,direct_polish:maze_long_chain:g1,ok,ok
425,Pressure,Hard,D_visual_middle,very_hard,lock,direct_advanced_candidates,213,107.9,27,18.34,1221,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,direct_advanced:lock_buckle:g0,ok,ok
426,HoleRescue,Mechanic,hole10_block_421_430,normal,hole_rescue,hole_combined_20260613,77,264,7,0.091,0.215,hole_topup_050_topup_wide_30x26_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_050_topup_wide_30x26_dense.asset,hole_combined:DenseWeave:topup_wide_30x26_dense,hole10_v4:DenseWeave:keep,hole10_v4_keep
427,Shape,Novelty,D_visual_middle,normal,shape_nature,shape_final_with_supplement,191,467,27,23.22,16.8,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,shape:Nature:plants-creatures:natural:procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:natural:big,Hard
428,Normal,Normal,D_visual_middle,hard,section,direct_pure_topup_slice10_candidates,146,162.3,21,7.03,726,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,direct_polish:dual_zone:g10,ok,ok
429,Pressure,Hard,D_visual_middle,very_hard,dense,direct_advanced_candidates,205,136.8,18,10.39,1275,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,direct_advanced:dense_weave:g1,ok,ok
430,Normal,Normal,D_visual_middle,hard,section,direct_pure_topup_slice08_candidates,147,159.0,20,10.05,869,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,direct_polish:stair_push:g13,ok,ok
431,Normal,Normal,E_early_peak,normal,dense,direct_normal_candidates,112,167.8,13,6.69,645,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,direct_normal:dense_weave:g5,ok,ok
432,Pressure,Hard,E_early_peak,hard,lock,direct_polish_hard_candidates,164,160.2,24,9.84,804,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,direct_polish:core_burst:g5,ok,ok
433,Shape,Novelty,E_early_peak,normal,shape_vehicle,shape_final_with_supplement,195,464,27,23.22,17.2,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,shape:Vehicle:transport:vehicle:procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547,rel:VeryHard:ShapePeak:Shape:Vehicle:transport:vehicle:big,Hard
434,Normal,Normal,E_early_peak,hard,section,direct_pure_topup_slice07_candidates,162,157.9,26,12.09,862,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,direct_polish:section_unlock:g10,ok,ok
435,HoleRescue,Mechanic,hole10_block_431_440,normal,hole_rescue,hole_combined_20260613,79,265,8,0.101,0.234,hole_candidate_096_wide_34x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_096_wide_34x26_lock.asset,hole_combined:LockBuckle:wide_34x26_lock,hole10_v4:LockBuckle:keep,hole10_v4_keep
436,Peak,RelativeExtreme,E_early_peak,very_hard,lock,direct_advanced_candidates,194,115.0,26,13.88,819,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,direct_advanced:lock_buckle:g3,ok,ok
437,Normal,Normal,E_early_peak,hard,section,direct_pure_topup_slice08_candidates,164,149.9,23,13.57,806,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,direct_polish:quasi_symmetry:g13,ok,ok
438,Shape,Novelty,E_early_peak,normal,shape_nature,shape_final_with_supplement,207,506,29,24.94,17.8,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,shape:Nature:plants-creatures:natural:procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:natural:big,Hard
439,Recovery,Recovery,E_early_peak,hard,maze,direct_pure_topup_slice07_candidates,158,159.2,24,13.70,730,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,direct_polish:maze_long_chain:g9,ok,ok
440,Normal,Normal,E_early_peak,hard,section,direct_pure_topup_slice08_candidates,161,148.5,23,12.01,866,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,direct_polish:dual_zone:g13,ok,ok
441,Recovery,Recovery,A_peak9,normal,sweep,direct_normal_topup_candidates,105,179.3,14,6.44,474,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,direct_normal:sweep:g11,ok,ok
442,HoleRescue,Mechanic,hole10_block_441_450,normal,hole_rescue,hole_combined_20260613,81,267,11,0.136,0.22,hole_candidate_101_wide_34x28_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset,hole_combined:OuterShell:wide_34x28_shell,hole10_v4:OuterShell:keep,hole10_v4_keep
443,Shape,Novelty,A_peak9,normal,shape_symbol,shape_final_with_supplement,90,260,13,11.18,10.8,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,shape:Symbol:letters-symbols:symbol:procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
444,Pressure,Hard,A_peak9,hard,dense,direct_pure_topup_slice09_candidates,159,161.6,15,9.47,897,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,direct_polish:dense_weave:g14,ok,ok
